-9.887695312500000000e-02,-3.637695312500000000e-02,7.702636718750000000e-01
-9.765625000000000000e-02,-4.467773437500000000e-02,7.844238281250000000e-01
-9.912109375000000000e-02,-3.515625000000000000e-02,7.824707031250000000e-01
-9.814453125000000000e-02,-3.759765625000000000e-02,7.951660156250000000e-01
-9.619140625000000000e-02,-3.784179687500000000e-02,7.854003906250000000e-01
-9.667968750000000000e-02,-4.101562500000000000e-02,7.695312500000000000e-01
-9.399414062500000000e-02,-4.125976562500000000e-02,7.807617187500000000e-01
-9.423828125000000000e-02,-3.686523437500000000e-02,7.797851562500000000e-01
-1.018066406250000000e-01,-4.565429687500000000e-02,7.861328125000000000e-01
-1.018066406250000000e-01,-3.173828125000000000e-02,7.795410156250000000e-01
-9.277343750000000000e-02,-3.369140625000000000e-02,7.805175781250000000e-01
-9.838867187500000000e-02,-3.320312500000000000e-02,7.780761718750000000e-01
-1.018066406250000000e-01,-3.906250000000000000e-02,7.783203125000000000e-01
-1.037597656250000000e-01,-3.271484375000000000e-02,7.868652343750000000e-01
-1.030273437500000000e-01,-3.930664062500000000e-02,7.844238281250000000e-01
-1.010742187500000000e-01,-3.735351562500000000e-02,7.846679687500000000e-01
-1.042480468750000000e-01,-3.857421875000000000e-02,7.802734375000000000e-01
-1.066894531250000000e-01,-3.662109375000000000e-02,7.802734375000000000e-01
-9.936523437500000000e-02,-3.808593750000000000e-02,7.673339843750000000e-01
-9.912109375000000000e-02,-3.759765625000000000e-02,7.829589843750000000e-01
-9.692382812500000000e-02,-3.662109375000000000e-02,7.731933593750000000e-01
-9.985351562500000000e-02,-3.491210937500000000e-02,7.941894531250000000e-01
-1.081542968750000000e-01,-3.564453125000000000e-02,7.871093750000000000e-01
-1.000976562500000000e-01,-3.393554687500000000e-02,7.670898437500000000e-01
-1.042480468750000000e-01,-3.686523437500000000e-02,7.836914062500000000e-01
-9.228515625000000000e-02,-3.784179687500000000e-02,7.834472656250000000e-01
-9.570312500000000000e-02,-1.733398437500000000e-02,7.966308593750000000e-01
-1.040039062500000000e-01,-3.125000000000000000e-02,7.851562500000000000e-01
-9.985351562500000000e-02,-3.295898437500000000e-02,7.697753906250000000e-01
-9.936523437500000000e-02,-3.442382812500000000e-02,7.836914062500000000e-01
-1.042480468750000000e-01,-3.710937500000000000e-02,7.722167968750000000e-01
-1.022949218750000000e-01,-3.759765625000000000e-02,7.849121093750000000e-01
