-8.618164062500000000e-02,-1.635742187500000000e-02,7.941894531250000000e-01
-8.935546875000000000e-02,-3.247070312500000000e-02,7.753906250000000000e-01
-8.862304687500000000e-02,-4.199218750000000000e-02,7.822265625000000000e-01
-9.277343750000000000e-02,-3.564453125000000000e-02,7.827148437500000000e-01
-9.448242187500000000e-02,-3.466796875000000000e-02,7.849121093750000000e-01
-9.228515625000000000e-02,-2.368164062500000000e-02,7.854003906250000000e-01
-9.179687500000000000e-02,-3.686523437500000000e-02,7.827148437500000000e-01
-8.349609375000000000e-02,-3.710937500000000000e-02,7.668457031250000000e-01
-8.886718750000000000e-02,-3.588867187500000000e-02,7.731933593750000000e-01
-8.984375000000000000e-02,-3.906250000000000000e-02,7.824707031250000000e-01
-9.277343750000000000e-02,-3.857421875000000000e-02,7.814941406250000000e-01
-9.008789062500000000e-02,-3.857421875000000000e-02,7.768554687500000000e-01
-9.057617187500000000e-02,-3.979492187500000000e-02,7.807617187500000000e-01
-9.301757812500000000e-02,-4.003906250000000000e-02,7.656250000000000000e-01
-9.155273437500000000e-02,-3.955078125000000000e-02,7.846679687500000000e-01
-8.911132812500000000e-02,-3.613281250000000000e-02,7.871093750000000000e-01
-7.910156250000000000e-02,-3.881835937500000000e-02,7.805175781250000000e-01
-9.350585937500000000e-02,-3.271484375000000000e-02,7.854003906250000000e-01
-8.642578125000000000e-02,-3.417968750000000000e-02,7.880859375000000000e-01
-8.764648437500000000e-02,-3.149414062500000000e-02,7.814941406250000000e-01
-8.569335937500000000e-02,-3.637695312500000000e-02,7.783203125000000000e-01
-9.130859375000000000e-02,-3.930664062500000000e-02,7.824707031250000000e-01
-8.618164062500000000e-02,-3.979492187500000000e-02,7.795410156250000000e-01
-8.618164062500000000e-02,-4.125976562500000000e-02,7.846679687500000000e-01
-8.813476562500000000e-02,-3.222656250000000000e-02,7.863769531250000000e-01
-8.691406250000000000e-02,-4.541015625000000000e-02,7.827148437500000000e-01
-8.642578125000000000e-02,-3.955078125000000000e-02,7.717285156250000000e-01
-9.106445312500000000e-02,-3.149414062500000000e-02,7.849121093750000000e-01
-9.130859375000000000e-02,-3.784179687500000000e-02,7.897949218750000000e-01
-1.059570312500000000e-01,-3.784179687500000000e-02,7.866210937500000000e-01
-8.642578125000000000e-02,-3.857421875000000000e-02,7.819824218750000000e-01
-8.374023437500000000e-02,-3.564453125000000000e-02,7.768554687500000000e-01
-9.228515625000000000e-02,-4.418945312500000000e-02,7.763671875000000000e-01
-9.179687500000000000e-02,-3.393554687500000000e-02,7.922363281250000000e-01
-9.033203125000000000e-02,-3.491210937500000000e-02,7.775878906250000000e-01
